pulseheight,counts_ch_A,counts_ch_B
500.4347826086956,4,0
501.304347826087,5,2
502.17391304347825,5,2
503.04347826086956,10,1
503.9130434782609,6,0
504.78260869565213,13,1
505.6521739130435,10,0
506.52173913043475,9,2
507.3913043478261,10,2
508.2608695652174,17,2
509.13043478260875,27,0
510.0,18,1
510.86956521739125,13,0
511.7391304347826,16,0
512.608695652174,17,1
513.4782608695652,20,1
514.3478260869565,16,1
515.2173913043478,22,4
516.0869565217391,22,0
516.9565217391305,25,3
517.8260869565217,18,0
518.695652173913,26,1
519.5652173913044,16,1
520.4347826086956,20,0
521.304347826087,19,0
522.1739130434783,20,1
523.0434782608695,25,1
523.9130434782609,20,1
524.7826086956522,17,2
525.6521739130435,25,0
526.5217391304348,23,1
527.391304347826,13,0
528.2608695652174,23,1
529.1304347826087,14,0
530.0,24,0
530.8695652173913,19,0
531.7391304347826,22,0
532.6086956521739,21,0
533.4782608695652,13,1
534.3478260869565,13,0
535.2173913043478,16,0
536.0869565217391,17,1
536.9565217391305,19,0
537.8260869565217,21,1
538.695652173913,26,1
539.5652173913044,19,0
540.4347826086956,15,1
541.304347826087,27,0
542.1739130434783,15,2
543.0434782608695,18,1
543.9130434782609,20,1
544.7826086956522,23,0
545.6521739130435,19,0
546.5217391304348,18,2
547.391304347826,24,0
548.2608695652174,19,0
549.1304347826087,17,2
550.0,29,0
550.8695652173913,16,1
551.7391304347826,20,0
552.6086956521739,18,0
553.4782608695652,24,0
554.3478260869565,20,0
555.2173913043478,16,0
556.0869565217391,21,0
556.9565217391305,23,1
557.8260869565217,23,1
558.695652173913,22,0
559.5652173913044,24,1
560.4347826086956,26,0
561.304347826087,18,1
562.1739130434783,17,0
563.0434782608695,28,0
563.9130434782609,14,2
564.7826086956522,42,0
565.6521739130435,22,1
566.5217391304348,19,0
567.3913043478261,28,2
568.2608695652174,33,1
569.1304347826087,22,5
570.0,30,3
570.8695652173913,29,0
571.7391304347826,25,2
572.6086956521739,36,1
573.4782608695652,39,1
574.3478260869565,30,1
575.2173913043478,21,3
576.0869565217391,34,2
576.9565217391305,41,1
577.8260869565217,42,4
578.695652173913,36,2
579.5652173913044,43,0
580.4347826086956,43,1
581.304347826087,46,4
582.1739130434783,46,2
583.0434782608695,53,0
583.9130434782609,57,0
584.7826086956522,58,1
585.6521739130435,55,0
586.5217391304348,58,2
587.3913043478261,77,2
588.2608695652174,73,2
589.1304347826087,82,2
590.0,92,5
590.8695652173913,84,1
591.7391304347826,99,4
592.6086956521739,92,6
593.4782608695652,112,1
594.3478260869565,113,2
595.2173913043478,125,2
596.0869565217391,113,1
596.9565217391305,132,3
597.8260869565217,132,4
598.695652173913,153,2
599.5652173913044,159,5
600.4347826086956,168,1
601.304347826087,178,3
602.1739130434783,156,3
603.0434782608695,182,3
603.9130434782609,173,1
604.7826086956522,189,5
605.6521739130435,167,5
606.5217391304348,222,6
607.3913043478261,214,2
608.2608695652174,202,4
609.1304347826087,234,3
610.0,220,2
610.8695652173913,234,2
611.7391304347826,236,3
612.6086956521739,236,2
613.4782608695652,239,3
614.3478260869565,249,3
615.2173913043478,243,2
616.0869565217391,260,2
616.9565217391305,283,2
617.8260869565217,253,2
618.695652173913,267,1
619.5652173913044,239,4
620.4347826086956,274,3
621.304347826087,247,2
622.1739130434783,256,6
623.0434782608695,252,3
623.9130434782609,261,4
624.7826086956522,255,0
625.6521739130435,266,3
626.5217391304348,253,3
627.3913043478261,239,2
628.2608695652174,279,0
629.1304347826087,250,2
630.0,231,2
630.8695652173913,249,2
631.7391304347826,247,4
632.6086956521739,226,2
633.4782608695652,224,5
634.3478260869565,228,1
635.2173913043478,214,1
636.0869565217391,200,2
636.9565217391305,175,1
637.8260869565217,188,3
638.695652173913,178,5
639.5652173913044,161,4
640.4347826086956,148,0
641.304347826087,166,1
642.1739130434783,129,3
643.0434782608695,139,0
643.9130434782609,146,0
644.7826086956521,108,3
645.6521739130435,113,2
646.5217391304348,90,1
647.3913043478261,81,1
648.2608695652174,88,1
649.1304347826087,94,2
650.0,95,2
650.8695652173913,82,3
651.7391304347826,59,0
652.6086956521739,73,2
653.4782608695652,60,2
654.3478260869565,53,1
655.2173913043478,56,1
656.0869565217391,45,1
656.9565217391305,54,1
657.8260869565217,47,0
658.695652173913,40,2
659.5652173913044,38,1
660.4347826086956,31,3
661.304347826087,20,0
662.1739130434783,37,3
663.0434782608695,16,2
663.9130434782609,17,0
664.7826086956521,22,0
665.6521739130435,22,3
666.5217391304348,14,0
667.3913043478261,20,1
