pulseheight,counts_ch_A,counts_ch_B
500.4347826086956,2,0
501.304347826087,7,0
502.17391304347825,3,0
503.04347826086956,8,1
503.9130434782609,6,2
504.78260869565213,9,2
505.6521739130435,11,1
506.52173913043475,15,2
507.3913043478261,14,1
508.2608695652174,27,0
509.13043478260875,22,1
510.0,14,1
510.86956521739125,21,0
511.7391304347826,13,1
512.608695652174,16,3
513.4782608695652,20,0
514.3478260869565,20,2
515.2173913043478,16,3
516.0869565217391,26,3
516.9565217391305,24,2
517.8260869565217,25,0
518.695652173913,26,0
519.5652173913044,30,1
520.4347826086956,22,1
521.304347826087,20,1
522.1739130434783,25,1
523.0434782608695,18,1
523.9130434782609,20,0
524.7826086956522,27,0
525.6521739130435,20,2
526.5217391304348,21,0
527.391304347826,20,1
528.2608695652174,19,1
529.1304347826087,22,0
530.0,28,2
530.8695652173913,29,0
531.7391304347826,18,2
532.6086956521739,24,0
533.4782608695652,29,1
534.3478260869565,14,0
535.2173913043478,32,0
536.0869565217391,23,1
536.9565217391305,20,2
537.8260869565217,19,1
538.695652173913,21,0
539.5652173913044,25,2
540.4347826086956,22,0
541.304347826087,34,0
542.1739130434783,24,3
543.0434782608695,32,1
543.9130434782609,13,1
544.7826086956522,19,1
545.6521739130435,28,1
546.5217391304348,35,1
547.391304347826,20,1
548.2608695652174,28,0
549.1304347826087,18,2
550.0,21,1
550.8695652173913,36,2
551.7391304347826,30,0
552.6086956521739,21,0
553.4782608695652,35,2
554.3478260869565,20,2
555.2173913043478,26,0
556.0869565217391,25,1
556.9565217391305,29,1
557.8260869565217,22,1
558.695652173913,33,3
559.5652173913044,30,0
560.4347826086956,23,2
561.304347826087,26,0
562.1739130434783,32,2
563.0434782608695,26,2
563.9130434782609,25,1
564.7826086956522,33,1
565.6521739130435,20,0
566.5217391304348,27,2
567.3913043478261,24,0
568.2608695652174,36,2
569.1304347826087,35,1
570.0,22,1
570.8695652173913,29,1
571.7391304347826,30,1
572.6086956521739,30,0
573.4782608695652,26,1
574.3478260869565,38,2
575.2173913043478,31,0
576.0869565217391,40,2
576.9565217391305,41,1
577.8260869565217,51,1
578.695652173913,54,2
579.5652173913044,51,2
580.4347826086956,42,3
581.304347826087,53,0
582.1739130434783,44,1
583.0434782608695,63,2
583.9130434782609,45,0
584.7826086956522,73,1
585.6521739130435,81,3
586.5217391304348,78,2
587.3913043478261,96,3
588.2608695652174,98,1
589.1304347826087,110,1
590.0,104,2
590.8695652173913,98,3
591.7391304347826,98,1
592.6086956521739,106,2
593.4782608695652,109,2
594.3478260869565,124,0
595.2173913043478,136,2
596.0869565217391,148,2
596.9565217391305,154,1
597.8260869565217,157,3
598.695652173913,171,4
599.5652173913044,168,4
600.4347826086956,191,2
601.304347826087,150,2
602.1739130434783,169,3
603.0434782608695,194,4
603.9130434782609,196,4
604.7826086956522,220,4
605.6521739130435,198,4
606.5217391304348,205,3
607.3913043478261,216,1
608.2608695652174,205,2
609.1304347826087,231,6
610.0,241,6
610.8695652173913,233,6
611.7391304347826,272,3
612.6086956521739,268,2
613.4782608695652,278,5
614.3478260869565,264,3
615.2173913043478,260,4
616.0869565217391,284,4
616.9565217391305,275,4
617.8260869565217,282,6
618.695652173913,297,3
619.5652173913044,274,5
620.4347826086956,275,5
621.304347826087,328,5
622.1739130434783,269,3
623.0434782608695,267,4
623.9130434782609,306,4
624.7826086956522,270,6
625.6521739130435,253,3
626.5217391304348,276,3
627.3913043478261,284,3
628.2608695652174,261,4
629.1304347826087,266,3
630.0,261,5
630.8695652173913,220,0
631.7391304347826,237,5
632.6086956521739,215,4
633.4782608695652,233,3
634.3478260869565,201,2
635.2173913043478,220,3
636.0869565217391,201,4
636.9565217391305,188,3
637.8260869565217,184,4
638.695652173913,160,3
639.5652173913044,169,4
640.4347826086956,165,3
641.304347826087,153,0
642.1739130434783,165,5
643.0434782608695,168,1
643.9130434782609,130,2
644.7826086956521,140,2
645.6521739130435,116,0
646.5217391304348,97,5
647.3913043478261,99,1
648.2608695652174,97,2
649.1304347826087,85,2
650.0,78,2
650.8695652173913,86,1
651.7391304347826,74,2
652.6086956521739,66,2
653.4782608695652,81,0
654.3478260869565,61,2
655.2173913043478,59,0
656.0869565217391,58,1
656.9565217391305,57,0
657.8260869565217,42,1
658.695652173913,37,3
659.5652173913044,31,3
660.4347826086956,38,1
661.304347826087,35,1
662.1739130434783,29,0
663.0434782608695,29,0
663.9130434782609,30,1
664.7826086956521,18,1
665.6521739130435,15,3
666.5217391304348,23,4
667.3913043478261,18,0
668.2608695652174,14,1
669.1304347826087,16,0
670.0,20,0
670.8695652173913,14,1
671.7391304347826,16,0
672.6086956521739,14,1
673.4782608695652,12,1
674.3478260869565,12,2
675.2173913043478,16,0
676.0869565217391,7,0
676.9565217391305,17,0
677.8260869565217,9,0
678.695652173913,11,0
679.5652173913044,4,1
680.4347826086956,9,0
681.304347826087,20,1
682.1739130434783,6,0
683.0434782608695,4,1
683.9130434782609,9,1
684.7826086956521,12,1
685.6521739130435,10,0
686.5217391304348,11,0
687.3913043478261,5,0
688.2608695652174,7,0
689.1304347826087,8,0
690.0,8,0
690.8695652173913,5,0
691.7391304347826,8,0
692.6086956521739,6,1
693.4782608695652,6,1
694.3478260869565,3,2
695.2173913043478,11,0
696.0869565217391,5,1
696.9565217391305,8,0
697.8260869565217,9,0
698.695652173913,5,2
699.5652173913044,7,1
700.4347826086956,10,0
701.304347826087,12,3
702.1739130434783,9,2
703.0434782608695,10,1
703.9130434782609,7,1
704.7826086956521,12,1
705.6521739130435,8,0
706.5217391304348,9,0
707.3913043478261,9,0
708.2608695652174,10,0
709.1304347826087,8,0
710.0,6,1
710.8695652173913,6,1
711.7391304347826,8,1
712.6086956521739,8,1
713.4782608695652,10,0
714.3478260869565,7,1
715.2173913043478,6,0
716.0869565217391,8,0
716.9565217391305,12,0
717.8260869565217,3,0
718.695652173913,7,1
719.5652173913044,7,1
720.4347826086956,4,0
721.304347826087,5,1
722.1739130434783,11,0
723.0434782608695,19,1
723.9130434782609,8,0
724.7826086956521,5,0
725.6521739130435,6,0
726.5217391304348,9,0
727.3913043478261,6,1
728.2608695652174,13,0
729.1304347826087,5,1
730.0,11,1
730.8695652173913,9,0
731.7391304347826,7,1
732.6086956521739,6,0
733.4782608695652,6,1
734.3478260869565,7,0
735.2173913043478,14,0
736.0869565217391,10,0
736.9565217391305,8,0
