pulseheight,counts_ch_A,counts_ch_B
540.6020066889632,17,2
541.8060200668897,5,2
543.010033444816,7,3
544.2140468227425,9,0
545.4180602006688,11,2
546.6220735785953,13,2
547.8260869565217,18,0
549.0301003344482,8,4
550.2341137123746,12,1
551.438127090301,13,2
552.6421404682274,10,2
553.8461538461538,17,1
555.0501672240803,11,1
556.2541806020067,9,1
557.4581939799332,11,1
558.6622073578595,13,2
559.866220735786,14,3
561.0702341137123,17,1
562.2742474916388,8,1
563.4782608695652,10,1
564.6822742474917,8,3
565.886287625418,12,3
567.0903010033445,10,0
568.2943143812709,11,1
569.4983277591973,14,1
570.7023411371238,13,1
571.9063545150502,12,1
573.1103678929766,13,3
574.314381270903,7,0
575.5183946488294,14,3
576.7224080267558,16,4
577.9264214046823,6,5
579.1304347826087,15,4
580.3344481605351,11,1
581.5384615384615,9,1
582.7424749163879,8,1
583.9464882943143,16,1
585.1505016722408,11,4
586.3545150501673,14,2
587.5585284280937,8,1
588.7625418060201,11,1
589.9665551839465,7,4
591.1705685618729,12,0
592.3745819397993,7,2
593.5785953177258,10,2
594.7826086956522,19,3
595.9866220735786,8,0
597.190635451505,5,2
598.3946488294314,11,1
599.5986622073578,7,3
600.8026755852843,12,0
602.0066889632108,10,1
603.2107023411371,9,0
604.4147157190636,9,0
605.6187290969899,15,2
606.8227424749164,4,0
608.0267558528428,10,2
609.2307692307693,10,1
610.4347826086956,11,4
611.6387959866221,8,2
612.8428093645484,11,3
614.0468227424749,7,1
615.2508361204013,16,4
616.4548494983278,9,1
617.6588628762543,8,3
618.8628762541806,8,1
620.066889632107,9,3
621.2709030100334,16,0
622.4749163879599,7,4
623.6789297658863,12,3
624.8829431438128,14,1
626.0869565217391,10,1
627.2909698996656,10,0
628.4949832775919,9,1
629.6989966555184,15,1
630.9030100334448,12,1
632.1070234113713,17,1
633.3110367892976,3,0
634.5150501672241,10,1
635.7190635451504,10,2
636.9230769230769,6,2
638.1270903010034,12,4
639.3311036789298,7,3
640.5351170568562,10,3
641.7391304347826,9,5
642.943143812709,12,2
644.1471571906354,11,0
645.3511705685619,10,1
646.5551839464883,10,7
647.7591973244148,11,2
648.9632107023411,13,1
650.1672240802675,16,5
651.371237458194,10,2
652.5752508361204,10,3
653.7792642140469,9,4
654.9832775919733,12,0
656.1872909698997,11,3
657.3913043478261,11,2
658.5953177257525,14,1
659.7993311036789,13,5
661.0033444816054,7,1
662.2073578595318,10,1
663.4113712374582,6,3
664.6153846153846,7,3
665.819397993311,14,0
667.0234113712374,13,5
668.2274247491639,9,4
669.4314381270904,16,4
670.6354515050168,20,2
671.8394648829432,10,3
673.0434782608695,13,2
674.247491638796,17,3
675.4515050167224,16,3
676.6555183946489,20,3
677.8595317725753,20,4
679.0635451505017,24,6
680.267558528428,27,8
681.4715719063545,25,4
682.6755852842809,33,1
683.8795986622074,26,1
685.0836120401339,32,4
686.2876254180602,37,2
687.4916387959865,32,4
688.695652173913,39,6
689.8996655518395,46,5
691.1036789297659,56,4
692.3076923076924,44,5
693.5117056856187,58,6
694.7157190635452,54,7
695.9197324414715,53,6
697.123745819398,65,4
698.3277591973244,67,7
699.5317725752509,69,10
700.7357859531774,87,2
701.9397993311037,80,4
703.14381270903,66,7
704.3478260869565,82,9
705.551839464883,56,7
706.7558528428094,81,8
707.9598662207359,67,3
709.1638795986622,87,7
710.3678929765886,106,5
711.571906354515,105,6
712.7759197324415,84,4
713.9799331103679,85,6
715.1839464882944,113,4
716.3879598662207,99,4
717.5919732441471,121,3
718.7959866220735,113,3
720.0,115,6
721.2040133779265,118,5
722.4080267558529,103,5
723.6120401337793,111,4
724.8160535117057,133,3
726.0200668896321,107,6
727.2240802675585,117,7
728.428093645485,114,6
729.6321070234114,116,7
730.8361204013379,92,1
732.0401337792642,95,9
733.2441471571906,95,7
734.448160535117,109,2
735.6521739130435,96,10
736.85618729097,89,9
738.0602006688964,78,10
739.2642140468228,88,4
740.4682274247491,75,4
741.6722408026756,64,1
742.876254180602,77,5
744.0802675585285,88,5
745.2842809364549,72,2
746.4882943143813,72,3
747.6923076923076,75,4
748.8963210702341,57,5
750.1003344481605,61,7
751.304347826087,56,1
752.5083612040135,54,7
753.7123745819398,36,1
754.9163879598663,39,5
756.1204013377926,46,4
757.3244147157191,38,6
758.5284280936455,38,3
759.732441471572,23,4
760.9364548494984,36,1
762.1404682274248,18,3
763.3444816053511,21,6
764.5484949832776,25,4
765.752508361204,15,2
766.9565217391305,10,4
768.160535117057,25,3
769.3645484949833,19,5
770.5685618729096,16,1
771.7725752508361,10,2
772.9765886287626,11,3
774.180602006689,11,2
775.3846153846155,2,1
776.5886287625418,14,1
777.7926421404682,12,1
778.9966555183946,7,3
780.2006688963211,4,1
781.4046822742475,4,0
782.608695652174,7,2
783.8127090301003,9,1
785.0167224080268,10,7
786.2207357859531,3,6
787.4247491638796,6,2
788.628762541806,4,0
789.8327759197325,6,2
791.036789297659,5,5
792.2408026755853,6,2
793.4448160535117,2,1
794.6488294314381,1,3
795.8528428093646,5,3
797.056856187291,6,1
798.2608695652175,3,2
799.4648829431438,3,1
800.6688963210702,4,0
801.8729096989966,2,1
803.0769230769231,4,2
804.2809364548496,2,1
805.484949832776,1,1
806.6889632107024,3,0
807.8929765886287,3,3
809.0969899665552,2,1
810.3010033444816,6,1
811.5050167224081,0,0
812.7090301003345,3,2
813.913043478261,4,0
815.1170568561872,5,0
816.3210702341137,5,2
817.5250836120401,5,3
818.7290969899666,5,0
819.933110367893,3,1
821.1371237458195,1,1
822.3411371237457,3,1
823.5451505016722,5,1
824.7491638795987,2,1
825.9531772575251,4,0
827.1571906354516,3,1
828.361204013378,4,2
829.5652173913044,2,1
830.7692307692307,5,2
831.9732441471572,4,0
833.1772575250836,2,2
834.3812709030101,6,1
835.5852842809365,3,4
836.7892976588629,5,2
837.9933110367892,3,0
839.1973244147157,4,0
840.4013377926422,5,0
841.6053511705686,4,4
842.8093645484951,3,3
844.0133779264215,4,2
845.2173913043478,7,0
846.4214046822742,2,0
847.6254180602007,4,0
848.8294314381271,5,1
850.0334448160536,6,2
851.23745819398,3,0
852.4414715719063,1,1
853.6454849498327,3,1
854.8494983277592,6,0
856.0535117056857,1,1
857.2575250836121,3,1
858.4615384615386,5,1
859.6655518394649,3,1
860.8695652173913,2,2
862.0735785953177,1,0
863.2775919732442,4,1
864.4816053511706,5,1
865.6856187290971,8,0
866.8896321070234,2,1
868.0936454849498,4,2
869.2976588628762,1,0
870.5016722408027,4,0
871.7056856187291,6,0
872.9096989966556,3,0
874.1137123745821,4,2
875.3177257525083,4,2
876.5217391304348,2,0
877.7257525083612,5,4
878.9297658862877,5,0
880.1337792642141,1,1
881.3377926421406,6,0
882.5418060200668,3,0
883.7458193979933,7,1
884.9498327759197,1,0
