pulseheight,counts_ch_A,counts_ch_B
540.6020066889632,9,1
541.8060200668897,13,1
543.010033444816,10,0
544.2140468227425,14,1
545.4180602006688,10,2
546.6220735785953,11,0
547.8260869565217,8,1
549.0301003344482,8,0
550.2341137123746,12,0
551.438127090301,13,1
552.6421404682274,9,1
553.8461538461538,9,1
555.0501672240803,8,0
556.2541806020067,9,2
557.4581939799332,6,4
558.6622073578595,12,1
559.866220735786,11,1
561.0702341137123,14,0
562.2742474916388,11,1
563.4782608695652,12,0
564.6822742474917,18,0
565.886287625418,7,0
567.0903010033445,9,1
568.2943143812709,9,1
569.4983277591973,15,0
570.7023411371238,6,0
571.9063545150502,4,0
573.1103678929766,6,1
574.314381270903,12,1
575.5183946488294,9,1
576.7224080267558,10,0
577.9264214046823,13,0
579.1304347826087,9,0
580.3344481605351,14,0
581.5384615384615,9,0
582.7424749163879,12,0
583.9464882943143,10,2
585.1505016722408,9,0
586.3545150501673,5,0
587.5585284280937,5,1
588.7625418060201,5,0
589.9665551839465,12,2
591.1705685618729,14,3
592.3745819397993,5,1
593.5785953177258,12,0
594.7826086956522,7,1
595.9866220735786,10,1
597.190635451505,3,1
598.3946488294314,10,1
599.5986622073578,11,0
600.8026755852843,8,0
602.0066889632108,12,0
603.2107023411371,9,0
604.4147157190636,3,0
605.6187290969899,8,1
606.8227424749164,8,1
608.0267558528428,11,0
609.2307692307693,5,0
610.4347826086956,8,0
611.6387959866221,8,2
612.8428093645484,3,0
614.0468227424749,7,0
615.2508361204013,12,0
616.4548494983278,6,2
617.6588628762543,9,2
618.8628762541806,10,0
620.066889632107,6,2
621.2709030100334,8,1
622.4749163879599,3,0
623.6789297658863,4,0
624.8829431438128,8,2
626.0869565217391,10,3
627.2909698996656,0,0
628.4949832775919,16,0
629.6989966555184,6,0
630.9030100334448,4,1
632.1070234113713,8,0
633.3110367892976,13,0
634.5150501672241,12,0
635.7190635451504,8,0
636.9230769230769,9,0
638.1270903010034,3,0
639.3311036789298,2,0
640.5351170568562,11,1
641.7391304347826,9,1
642.943143812709,5,2
644.1471571906354,9,2
645.3511705685619,9,3
646.5551839464883,2,1
647.7591973244148,6,1
648.9632107023411,12,4
650.1672240802675,7,1
651.371237458194,11,0
652.5752508361204,12,0
653.7792642140469,7,1
654.9832775919733,3,0
656.1872909698997,9,1
657.3913043478261,5,1
658.5953177257525,9,0
659.7993311036789,4,1
661.0033444816054,8,3
662.2073578595318,14,1
663.4113712374582,7,0
664.6153846153846,10,2
665.819397993311,9,0
667.0234113712374,15,1
668.2274247491639,16,0
669.4314381270904,9,2
670.6354515050168,8,0
671.8394648829432,13,0
673.0434782608695,14,1
674.247491638796,18,0
675.4515050167224,17,1
676.6555183946489,19,2
677.8595317725753,16,2
679.0635451505017,23,4
680.267558528428,12,2
681.4715719063545,20,2
682.6755852842809,25,2
683.8795986622074,32,2
685.0836120401339,23,7
686.2876254180602,24,1
687.4916387959865,39,1
688.695652173913,31,2
689.8996655518395,41,5
691.1036789297659,54,1
692.3076923076924,49,1
693.5117056856187,46,6
694.7157190635452,51,2
695.9197324414715,54,3
697.123745819398,60,0
698.3277591973244,72,1
699.5317725752509,54,3
700.7357859531774,66,4
701.9397993311037,74,2
703.14381270903,57,2
704.3478260869565,72,1
705.551839464883,72,4
706.7558528428094,75,6
707.9598662207359,84,3
709.1638795986622,63,5
710.3678929765886,85,3
711.571906354515,90,3
712.7759197324415,97,3
713.9799331103679,90,2
715.1839464882944,101,5
716.3879598662207,111,2
717.5919732441471,88,1
718.7959866220735,105,4
720.0,98,2
721.2040133779265,106,5
722.4080267558529,99,2
723.6120401337793,95,2
724.8160535117057,109,2
726.0200668896321,115,2
727.2240802675585,110,3
728.428093645485,96,4
729.6321070234114,80,2
730.8361204013379,100,4
732.0401337792642,78,0
733.2441471571906,103,0
734.448160535117,105,3
735.6521739130435,88,2
736.85618729097,85,3
738.0602006688964,73,3
739.2642140468228,105,1
740.4682274247491,59,2
741.6722408026756,84,0
742.876254180602,79,3
744.0802675585285,67,0
745.2842809364549,56,1
746.4882943143813,63,2
747.6923076923076,44,1
748.8963210702341,55,1
750.1003344481605,46,0
751.304347826087,48,1
752.5083612040135,38,0
753.7123745819398,34,1
754.9163879598663,36,2
756.1204013377926,36,2
757.3244147157191,31,1
758.5284280936455,13,1
759.732441471572,29,1
760.9364548494984,24,0
762.1404682274248,27,1
763.3444816053511,21,1
764.5484949832776,22,3
765.752508361204,13,1
766.9565217391305,12,0
768.160535117057,16,0
769.3645484949833,13,3
770.5685618729096,8,0
771.7725752508361,4,0
772.9765886287626,6,3
774.180602006689,8,1
775.3846153846155,9,0
776.5886287625418,9,5
777.7926421404682,6,1
778.9966555183946,6,1
780.2006688963211,4,0
781.4046822742475,6,0
782.608695652174,2,0
783.8127090301003,2,1
