pulseheight,counts_ch_A,counts_ch_B
540.6020066889632,8,0
541.8060200668897,15,2
543.010033444816,16,0
544.2140468227425,10,3
545.4180602006688,3,1
546.6220735785953,10,0
547.8260869565217,5,1
549.0301003344482,10,0
550.2341137123746,10,1
551.438127090301,9,1
552.6421404682274,9,1
553.8461538461538,11,1
555.0501672240803,12,1
556.2541806020067,16,3
557.4581939799332,10,2
558.6622073578595,11,1
559.866220735786,10,1
561.0702341137123,8,0
562.2742474916388,12,1
563.4782608695652,9,0
564.6822742474917,9,2
565.886287625418,7,2
567.0903010033445,2,0
568.2943143812709,11,1
569.4983277591973,10,2
570.7023411371238,16,0
571.9063545150502,6,0
573.1103678929766,12,4
574.314381270903,5,0
575.5183946488294,10,0
576.7224080267558,8,1
577.9264214046823,14,2
579.1304347826087,13,0
580.3344481605351,10,0
581.5384615384615,9,1
582.7424749163879,11,0
583.9464882943143,7,2
585.1505016722408,11,2
586.3545150501673,9,3
587.5585284280937,7,0
588.7625418060201,13,1
589.9665551839465,4,2
591.1705685618729,5,0
592.3745819397993,15,1
593.5785953177258,16,1
594.7826086956522,11,0
595.9866220735786,6,1
597.190635451505,10,1
598.3946488294314,8,1
599.5986622073578,5,1
600.8026755852843,13,0
602.0066889632108,8,0
603.2107023411371,9,0
604.4147157190636,8,0
605.6187290969899,5,0
606.8227424749164,1,0
608.0267558528428,14,2
609.2307692307693,8,0
610.4347826086956,6,2
611.6387959866221,2,1
612.8428093645484,6,2
614.0468227424749,10,0
615.2508361204013,8,2
616.4548494983278,10,1
617.6588628762543,9,1
618.8628762541806,14,0
620.066889632107,7,1
621.2709030100334,3,0
622.4749163879599,10,0
623.6789297658863,11,0
624.8829431438128,10,1
626.0869565217391,8,1
627.2909698996656,9,1
628.4949832775919,5,0
629.6989966555184,11,1
630.9030100334448,7,1
632.1070234113713,13,2
633.3110367892976,3,1
634.5150501672241,10,0
635.7190635451504,10,1
636.9230769230769,4,1
638.1270903010034,8,2
639.3311036789298,6,0
640.5351170568562,3,1
641.7391304347826,6,0
642.943143812709,10,1
644.1471571906354,5,2
645.3511705685619,9,3
646.5551839464883,7,2
647.7591973244148,10,3
648.9632107023411,8,1
650.1672240802675,5,3
651.371237458194,7,1
652.5752508361204,8,1
