pulseheight,counts_ch_A,counts_ch_B
500.4347826086956,5,1
501.304347826087,1,1
502.17391304347825,3,0
503.04347826086956,6,0
503.9130434782609,2,1
504.78260869565213,3,2
505.6521739130435,8,2
506.52173913043475,7,1
507.3913043478261,11,0
508.2608695652174,12,1
509.13043478260875,7,2
510.0,15,1
510.86956521739125,12,2
511.7391304347826,14,3
512.608695652174,23,0
513.4782608695652,19,1
514.3478260869565,22,1
515.2173913043478,17,1
516.0869565217391,12,1
516.9565217391305,20,0
517.8260869565217,23,0
518.695652173913,17,1
519.5652173913044,20,1
520.4347826086956,20,2
521.304347826087,20,2
522.1739130434783,20,0
523.0434782608695,17,2
523.9130434782609,28,0
524.7826086956522,17,2
525.6521739130435,28,1
526.5217391304348,39,0
527.391304347826,30,0
528.2608695652174,32,0
529.1304347826087,40,0
530.0,25,3
530.8695652173913,33,1
531.7391304347826,34,0
532.6086956521739,31,2
533.4782608695652,23,2
534.3478260869565,32,1
535.2173913043478,32,3
536.0869565217391,23,0
536.9565217391305,40,0
537.8260869565217,22,3
538.695652173913,26,1
539.5652173913044,25,0
540.4347826086956,36,0
541.304347826087,38,1
542.1739130434783,26,1
543.0434782608695,24,3
543.9130434782609,25,1
544.7826086956522,32,0
545.6521739130435,28,1
546.5217391304348,25,0
547.391304347826,42,2
548.2608695652174,25,0
549.1304347826087,27,0
550.0,20,1
550.8695652173913,28,0
551.7391304347826,25,2
552.6086956521739,16,1
553.4782608695652,27,1
554.3478260869565,24,2
555.2173913043478,25,4
556.0869565217391,19,1
556.9565217391305,23,2
557.8260869565217,25,0
558.695652173913,27,2
559.5652173913044,30,1
560.4347826086956,29,0
561.304347826087,25,2
562.1739130434783,18,4
563.0434782608695,27,1
563.9130434782609,30,1
564.7826086956522,35,0
565.6521739130435,30,2
566.5217391304348,32,2
567.3913043478261,32,1
568.2608695652174,29,1
569.1304347826087,40,2
570.0,22,2
570.8695652173913,35,1
571.7391304347826,35,4
572.6086956521739,25,5
573.4782608695652,40,1
574.3478260869565,51,2
575.2173913043478,31,5
576.0869565217391,30,2
576.9565217391305,49,2
577.8260869565217,41,4
578.695652173913,43,3
579.5652173913044,51,4
