pulseheight,counts_ch_A,counts_ch_B
500.4347826086956,8,1
501.304347826087,5,1
502.17391304347825,4,1
503.04347826086956,5,0
503.9130434782609,8,2
504.78260869565213,4,2
505.6521739130435,7,3
506.52173913043475,11,0
507.3913043478261,12,0
508.2608695652174,12,1
509.13043478260875,16,1
510.0,12,3
510.86956521739125,15,4
511.7391304347826,18,0
512.608695652174,18,1
513.4782608695652,15,0
514.3478260869565,16,5
515.2173913043478,23,3
516.0869565217391,20,1
516.9565217391305,23,2
517.8260869565217,15,1
518.695652173913,16,1
519.5652173913044,27,0
520.4347826086956,27,1
521.304347826087,39,1
522.1739130434783,17,0
523.0434782608695,22,1
523.9130434782609,24,0
524.7826086956522,31,3
525.6521739130435,22,0
526.5217391304348,27,0
527.391304347826,20,0
528.2608695652174,29,2
529.1304347826087,26,2
530.0,30,1
530.8695652173913,22,1
531.7391304347826,26,4
532.6086956521739,23,3
533.4782608695652,21,4
534.3478260869565,23,1
535.2173913043478,23,4
536.0869565217391,23,0
536.9565217391305,30,0
537.8260869565217,23,1
538.695652173913,24,2
539.5652173913044,18,2
540.4347826086956,27,1
541.304347826087,31,2
542.1739130434783,28,2
543.0434782608695,26,1
543.9130434782609,25,1
544.7826086956522,25,1
545.6521739130435,29,0
546.5217391304348,33,1
547.391304347826,20,0
548.2608695652174,24,1
549.1304347826087,24,1
550.0,29,1
550.8695652173913,22,0
551.7391304347826,26,1
552.6086956521739,31,4
553.4782608695652,22,1
554.3478260869565,31,2
555.2173913043478,36,2
556.0869565217391,28,2
556.9565217391305,31,0
557.8260869565217,29,2
558.695652173913,29,2
559.5652173913044,33,1
560.4347826086956,47,0
561.304347826087,26,1
562.1739130434783,21,3
563.0434782608695,28,3
563.9130434782609,22,2
564.7826086956522,31,4
565.6521739130435,31,1
566.5217391304348,26,2
567.3913043478261,30,2
568.2608695652174,31,6
569.1304347826087,34,0
570.0,36,3
570.8695652173913,32,4
571.7391304347826,23,6
572.6086956521739,32,1
573.4782608695652,34,4
574.3478260869565,34,4
575.2173913043478,39,3
576.0869565217391,52,6
576.9565217391305,49,4
577.8260869565217,52,2
578.695652173913,50,5
579.5652173913044,38,8
580.4347826086956,57,4
581.304347826087,50,4
582.1739130434783,60,5
583.0434782608695,55,5
583.9130434782609,52,3
584.7826086956522,78,3
585.6521739130435,69,3
586.5217391304348,65,3
587.3913043478261,92,5
588.2608695652174,82,5
589.1304347826087,102,3
590.0,99,9
590.8695652173913,107,5
591.7391304347826,91,9
592.6086956521739,106,10
593.4782608695652,128,11
594.3478260869565,131,10
595.2173913043478,134,5
596.0869565217391,136,6
596.9565217391305,143,10
597.8260869565217,160,8
598.695652173913,175,3
599.5652173913044,212,10
600.4347826086956,180,9
601.304347826087,203,15
602.1739130434783,182,8
603.0434782608695,191,16
603.9130434782609,227,13
604.7826086956522,223,7
605.6521739130435,273,9
606.5217391304348,244,18
607.3913043478261,258,15
608.2608695652174,250,15
609.1304347826087,272,12
610.0,267,12
610.8695652173913,289,15
611.7391304347826,271,11
612.6086956521739,320,10
613.4782608695652,302,19
614.3478260869565,298,15
615.2173913043478,314,19
616.0869565217391,315,16
616.9565217391305,335,11
617.8260869565217,327,15
618.695652173913,329,14
619.5652173913044,354,17
620.4347826086956,334,17
621.304347826087,316,19
622.1739130434783,372,10
623.0434782608695,371,17
623.9130434782609,347,13
624.7826086956522,334,18
625.6521739130435,327,11
626.5217391304348,358,17
627.3913043478261,340,18
628.2608695652174,327,10
629.1304347826087,345,18
630.0,322,14
630.8695652173913,307,22
631.7391304347826,326,14
632.6086956521739,320,18
633.4782608695652,312,8
634.3478260869565,293,12
635.2173913043478,276,11
636.0869565217391,275,13
636.9565217391305,267,11
637.8260869565217,235,7
638.695652173913,220,15
639.5652173913044,241,15
640.4347826086956,238,11
641.304347826087,212,11
642.1739130434783,212,8
643.0434782608695,193,12
643.9130434782609,198,10
644.7826086956521,186,17
645.6521739130435,179,7
646.5217391304348,158,11
647.3913043478261,169,9
648.2608695652174,130,8
649.1304347826087,147,8
650.0,138,12
650.8695652173913,137,6
651.7391304347826,123,12
