pulseheight,counts_ch_A,counts_ch_B
500.4347826086956,4,1
501.304347826087,2,3
502.17391304347825,6,1
503.04347826086956,9,2
503.9130434782609,3,2
504.78260869565213,8,1
505.6521739130435,8,2
506.52173913043475,12,2
507.3913043478261,11,4
508.2608695652174,16,1
509.13043478260875,21,1
510.0,10,2
510.86956521739125,18,1
511.7391304347826,22,0
512.608695652174,18,2
513.4782608695652,16,1
514.3478260869565,21,2
515.2173913043478,14,2
516.0869565217391,16,2
516.9565217391305,18,1
517.8260869565217,18,2
518.695652173913,16,4
519.5652173913044,24,3
520.4347826086956,18,0
521.304347826087,21,1
522.1739130434783,16,1
523.0434782608695,24,3
523.9130434782609,25,2
524.7826086956522,28,0
525.6521739130435,18,1
526.5217391304348,25,0
527.391304347826,27,0
528.2608695652174,24,0
529.1304347826087,25,1
530.0,28,0
530.8695652173913,26,3
531.7391304347826,25,1
532.6086956521739,25,2
533.4782608695652,31,6
534.3478260869565,29,0
535.2173913043478,18,2
536.0869565217391,15,0
536.9565217391305,23,4
537.8260869565217,18,3
538.695652173913,17,3
539.5652173913044,25,3
540.4347826086956,22,2
541.304347826087,30,6
542.1739130434783,24,3
543.0434782608695,21,2
543.9130434782609,24,0
544.7826086956522,23,2
545.6521739130435,24,2
546.5217391304348,18,2
547.391304347826,18,0
548.2608695652174,24,4
549.1304347826087,13,0
550.0,21,3
550.8695652173913,29,2
551.7391304347826,19,3
552.6086956521739,22,1
553.4782608695652,18,0
554.3478260869565,20,5
555.2173913043478,34,4
556.0869565217391,29,6
556.9565217391305,16,2
557.8260869565217,30,3
558.695652173913,29,2
559.5652173913044,24,3
560.4347826086956,18,3
561.304347826087,26,5
562.1739130434783,13,5
563.0434782608695,19,5
563.9130434782609,28,2
564.7826086956522,23,6
565.6521739130435,26,5
566.5217391304348,34,7
567.3913043478261,19,4
568.2608695652174,35,2
569.1304347826087,26,5
570.0,26,5
570.8695652173913,39,4
571.7391304347826,31,5
572.6086956521739,18,8
573.4782608695652,35,9
