pulseheight,counts_ch_A,counts_ch_B
500.4347826086956,4,2
501.304347826087,7,2
502.17391304347825,5,1
503.04347826086956,9,2
503.9130434782609,11,2
504.78260869565213,12,4
505.6521739130435,8,2
506.52173913043475,14,0
507.3913043478261,13,2
508.2608695652174,11,1
509.13043478260875,23,4
510.0,14,3
510.86956521739125,13,0
511.7391304347826,15,0
512.608695652174,14,0
513.4782608695652,12,1
514.3478260869565,19,0
515.2173913043478,20,4
516.0869565217391,14,4
516.9565217391305,19,1
517.8260869565217,14,3
518.695652173913,22,3
519.5652173913044,21,2
520.4347826086956,21,0
521.304347826087,14,1
522.1739130434783,17,0
523.0434782608695,16,1
523.9130434782609,13,4
524.7826086956522,24,1
525.6521739130435,18,0
526.5217391304348,16,0
527.391304347826,18,1
528.2608695652174,24,2
529.1304347826087,19,1
530.0,20,1
530.8695652173913,29,1
531.7391304347826,16,1
532.6086956521739,20,3
533.4782608695652,22,1
534.3478260869565,29,3
535.2173913043478,14,0
536.0869565217391,26,3
536.9565217391305,27,1
537.8260869565217,24,1
538.695652173913,31,1
539.5652173913044,18,1
540.4347826086956,21,0
541.304347826087,24,1
542.1739130434783,21,4
543.0434782608695,21,0
543.9130434782609,23,3
544.7826086956522,24,1
545.6521739130435,21,2
546.5217391304348,22,3
547.391304347826,18,1
548.2608695652174,12,2
549.1304347826087,24,1
550.0,28,3
550.8695652173913,21,0
551.7391304347826,15,0
552.6086956521739,17,0
553.4782608695652,27,2
554.3478260869565,19,2
555.2173913043478,17,0
556.0869565217391,21,5
556.9565217391305,20,1
557.8260869565217,20,4
558.695652173913,23,3
559.5652173913044,31,2
560.4347826086956,18,2
561.304347826087,36,2
562.1739130434783,27,1
563.0434782608695,20,5
563.9130434782609,22,2
564.7826086956522,25,2
565.6521739130435,29,3
566.5217391304348,24,9
567.3913043478261,27,3
568.2608695652174,22,3
569.1304347826087,42,4
570.0,28,1
570.8695652173913,30,5
571.7391304347826,24,0
572.6086956521739,38,6
573.4782608695652,36,2
574.3478260869565,42,2
575.2173913043478,42,7
576.0869565217391,31,2
576.9565217391305,40,5
577.8260869565217,45,4
578.695652173913,53,1
579.5652173913044,50,1
580.4347826086956,50,7
581.304347826087,54,7
582.1739130434783,50,5
583.0434782608695,51,5
583.9130434782609,62,8
584.7826086956522,60,4
585.6521739130435,65,7
586.5217391304348,90,4
587.3913043478261,92,6
588.2608695652174,86,9
589.1304347826087,87,11
590.0,74,6
590.8695652173913,108,11
591.7391304347826,107,11
592.6086956521739,97,8
593.4782608695652,117,5
594.3478260869565,114,4
595.2173913043478,136,11
596.0869565217391,138,7
596.9565217391305,143,11
597.8260869565217,157,8
598.695652173913,154,8
599.5652173913044,162,6
600.4347826086956,173,8
601.304347826087,191,7
602.1739130434783,180,10
603.0434782608695,219,8
603.9130434782609,221,10
604.7826086956522,192,8
605.6521739130435,246,10
606.5217391304348,214,8
607.3913043478261,245,8
608.2608695652174,233,5
609.1304347826087,230,5
610.0,239,7
610.8695652173913,259,17
611.7391304347826,263,12
612.6086956521739,272,5
613.4782608695652,284,6
614.3478260869565,275,8
615.2173913043478,274,5
616.0869565217391,252,8
616.9565217391305,295,9
617.8260869565217,292,8
618.695652173913,298,8
619.5652173913044,289,6
620.4347826086956,302,9
621.304347826087,302,8
622.1739130434783,299,7
623.0434782608695,294,6
623.9130434782609,310,11
624.7826086956522,292,8
625.6521739130435,301,9
626.5217391304348,303,11
627.3913043478261,267,12
628.2608695652174,284,9
629.1304347826087,265,5
630.0,274,10
630.8695652173913,262,7
631.7391304347826,263,9
632.6086956521739,217,7
633.4782608695652,276,10
634.3478260869565,235,5
635.2173913043478,223,9
636.0869565217391,258,8
636.9565217391305,243,5
637.8260869565217,208,6
638.695652173913,208,6
639.5652173913044,193,4
640.4347826086956,179,6
641.304347826087,168,4
642.1739130434783,161,3
643.0434782608695,148,5
643.9130434782609,149,6
644.7826086956521,133,9
645.6521739130435,130,5
646.5217391304348,122,7
647.3913043478261,123,10
648.2608695652174,96,3
649.1304347826087,116,4
650.0,79,2
650.8695652173913,82,3
651.7391304347826,80,4
652.6086956521739,70,4
653.4782608695652,72,6
654.3478260869565,64,3
655.2173913043478,59,2
656.0869565217391,58,9
656.9565217391305,43,3
657.8260869565217,49,3
658.695652173913,46,4
659.5652173913044,50,1
660.4347826086956,38,4
661.304347826087,37,4
662.1739130434783,38,6
