pulseheight,counts_ch_A,counts_ch_B
500.4347826086956,3,4
501.304347826087,3,2
502.17391304347825,6,1
503.04347826086956,5,6
503.9130434782609,5,4
504.78260869565213,6,1
505.6521739130435,5,2
506.52173913043475,8,2
507.3913043478261,8,2
508.2608695652174,8,1
509.13043478260875,13,3
510.0,12,0
510.86956521739125,13,5
511.7391304347826,19,1
512.608695652174,25,2
513.4782608695652,18,3
514.3478260869565,23,2
515.2173913043478,21,2
516.0869565217391,14,0
516.9565217391305,14,3
517.8260869565217,18,1
518.695652173913,17,1
519.5652173913044,25,1
520.4347826086956,17,4
521.304347826087,25,4
522.1739130434783,16,1
523.0434782608695,15,2
523.9130434782609,23,0
524.7826086956522,16,3
525.6521739130435,23,1
526.5217391304348,28,3
527.391304347826,21,3
528.2608695652174,22,0
529.1304347826087,23,2
530.0,31,2
530.8695652173913,23,2
531.7391304347826,13,1
532.6086956521739,16,5
533.4782608695652,28,2
534.3478260869565,15,1
535.2173913043478,25,3
536.0869565217391,15,3
536.9565217391305,20,0
537.8260869565217,19,0
538.695652173913,24,2
539.5652173913044,18,2
540.4347826086956,15,4
541.304347826087,26,1
542.1739130434783,27,2
543.0434782608695,20,4
543.9130434782609,21,6
544.7826086956522,22,1
545.6521739130435,21,2
546.5217391304348,16,3
547.391304347826,22,4
548.2608695652174,10,0
549.1304347826087,20,2
550.0,20,4
550.8695652173913,19,1
551.7391304347826,18,1
552.6086956521739,22,1
553.4782608695652,27,4
554.3478260869565,31,2
555.2173913043478,26,2
556.0869565217391,21,8
556.9565217391305,25,3
557.8260869565217,20,3
558.695652173913,14,4
559.5652173913044,29,2
560.4347826086956,25,6
561.304347826087,21,5
562.1739130434783,34,4
563.0434782608695,24,6
563.9130434782609,23,3
564.7826086956522,23,3
565.6521739130435,20,6
566.5217391304348,29,2
567.3913043478261,13,5
568.2608695652174,31,4
569.1304347826087,28,5
570.0,27,2
570.8695652173913,23,12
571.7391304347826,42,8
572.6086956521739,45,5
573.4782608695652,39,5
574.3478260869565,41,7
575.2173913043478,42,5
576.0869565217391,51,5
576.9565217391305,44,11
577.8260869565217,30,7
578.695652173913,53,11
579.5652173913044,36,6
580.4347826086956,49,16
581.304347826087,59,8
582.1739130434783,65,11
583.0434782608695,51,8
583.9130434782609,65,14
584.7826086956522,60,18
585.6521739130435,83,17
586.5217391304348,77,12
587.3913043478261,95,19
588.2608695652174,83,16
589.1304347826087,82,12
590.0,121,12
590.8695652173913,110,18
591.7391304347826,110,15
592.6086956521739,103,16
593.4782608695652,104,14
594.3478260869565,121,23
595.2173913043478,132,19
596.0869565217391,138,17
596.9565217391305,158,10
597.8260869565217,165,19
598.695652173913,180,25
599.5652173913044,163,24
600.4347826086956,177,22
601.304347826087,192,16
602.1739130434783,188,26
603.0434782608695,216,18
603.9130434782609,220,20
604.7826086956522,221,22
605.6521739130435,226,19
606.5217391304348,221,37
607.3913043478261,256,19
608.2608695652174,237,20
609.1304347826087,233,24
610.0,276,25
610.8695652173913,267,25
611.7391304347826,294,30
612.6086956521739,280,27
613.4782608695652,289,26
614.3478260869565,308,32
615.2173913043478,293,32
616.0869565217391,257,19
616.9565217391305,313,33
617.8260869565217,298,39
618.695652173913,276,27
619.5652173913044,316,18
620.4347826086956,322,29
621.304347826087,322,18
622.1739130434783,286,32
623.0434782608695,307,45
623.9130434782609,309,31
624.7826086956522,301,28
625.6521739130435,300,28
626.5217391304348,288,26
627.3913043478261,317,24
628.2608695652174,265,20
629.1304347826087,300,23
630.0,268,22
630.8695652173913,268,29
631.7391304347826,281,31
632.6086956521739,261,31
633.4782608695652,230,21
634.3478260869565,253,24
635.2173913043478,251,26
636.0869565217391,242,22
636.9565217391305,220,17
637.8260869565217,214,24
638.695652173913,208,23
639.5652173913044,194,20
640.4347826086956,190,21
641.304347826087,191,14
642.1739130434783,165,18
643.0434782608695,171,15
643.9130434782609,144,11
644.7826086956521,127,17
645.6521739130435,127,13
646.5217391304348,119,12
647.3913043478261,114,14
648.2608695652174,115,9
649.1304347826087,110,15
650.0,109,15
650.8695652173913,97,25
651.7391304347826,92,16
652.6086956521739,75,14
653.4782608695652,79,15
654.3478260869565,87,8
655.2173913043478,63,9
656.0869565217391,65,12
656.9565217391305,57,13
657.8260869565217,55,8
658.695652173913,59,9
659.5652173913044,45,12
660.4347826086956,49,11
661.304347826087,41,10
662.1739130434783,34,9
663.0434782608695,25,7
663.9130434782609,35,5
664.7826086956521,31,8
665.6521739130435,21,6
666.5217391304348,22,6
667.3913043478261,21,8
668.2608695652174,17,10
669.1304347826087,16,13
670.0,19,13
670.8695652173913,21,15
671.7391304347826,10,10
672.6086956521739,8,6
673.4782608695652,8,7
674.3478260869565,10,8
675.2173913043478,17,6
676.0869565217391,12,5
676.9565217391305,10,6
677.8260869565217,15,8
678.695652173913,10,10
679.5652173913044,11,1
680.4347826086956,8,4
681.304347826087,7,6
682.1739130434783,10,12
683.0434782608695,9,7
683.9130434782609,10,4
684.7826086956521,11,5
685.6521739130435,8,3
686.5217391304348,10,4
687.3913043478261,8,1
688.2608695652174,10,5
689.1304347826087,14,8
690.0,12,4
690.8695652173913,12,7
691.7391304347826,7,5
692.6086956521739,9,9
693.4782608695652,5,5
694.3478260869565,6,5
695.2173913043478,10,2
696.0869565217391,6,6
696.9565217391305,7,6
697.8260869565217,9,3
698.695652173913,8,4
699.5652173913044,6,2
700.4347826086956,9,3
701.304347826087,6,2
702.1739130434783,9,4
703.0434782608695,14,6
703.9130434782609,5,2
704.7826086956521,4,1
705.6521739130435,12,6
706.5217391304348,8,1
707.3913043478261,15,4
708.2608695652174,8,4
709.1304347826087,12,2
710.0,7,7
710.8695652173913,6,4
711.7391304347826,7,1
712.6086956521739,11,3
713.4782608695652,8,5
714.3478260869565,10,6
715.2173913043478,14,3
716.0869565217391,4,6
716.9565217391305,5,1
717.8260869565217,13,1
718.695652173913,6,9
719.5652173913044,9,4
720.4347826086956,5,5
721.304347826087,12,3
722.1739130434783,4,3
723.0434782608695,5,5
723.9130434782609,9,4
724.7826086956521,5,3
725.6521739130435,10,2
726.5217391304348,5,6
727.3913043478261,10,5
728.2608695652174,10,2
729.1304347826087,5,2
730.0,4,0
730.8695652173913,6,5
731.7391304347826,7,3
732.6086956521739,12,4
733.4782608695652,4,3
734.3478260869565,12,2
735.2173913043478,8,3
736.0869565217391,10,5
736.9565217391305,5,1
737.8260869565217,4,3
738.695652173913,8,0
739.5652173913044,11,3
740.4347826086956,3,3
741.304347826087,5,2
742.1739130434783,15,1
743.0434782608695,11,1
743.9130434782609,9,2
744.7826086956521,6,2
745.6521739130435,6,5
746.5217391304348,10,3
747.3913043478261,5,5
748.2608695652174,6,3
749.1304347826087,13,2
750.0,3,4
750.8695652173913,0,1
751.7391304347826,0,2
752.6086956521739,0,2
753.4782608695652,0,2
754.3478260869565,0,3
755.2173913043478,0,3
756.0869565217391,0,2
756.9565217391304,0,2
757.8260869565217,0,1
758.695652173913,0,2
759.5652173913044,0,2
