pulseheight,counts_ch_A,counts_ch_B
500.4347826086956,2,1
501.304347826087,4,1
502.17391304347825,2,1
503.04347826086956,3,2
503.9130434782609,3,2
504.78260869565213,12,3
505.6521739130435,7,1
506.52173913043475,13,2
507.3913043478261,18,0
508.2608695652174,16,1
509.13043478260875,10,0
510.0,11,3
510.86956521739125,20,1
511.7391304347826,18,1
512.608695652174,17,1
513.4782608695652,22,2
514.3478260869565,14,2
515.2173913043478,19,3
516.0869565217391,29,0
516.9565217391305,20,3
517.8260869565217,23,2
518.695652173913,16,3
519.5652173913044,21,1
520.4347826086956,18,1
521.304347826087,25,2
522.1739130434783,21,1
523.0434782608695,30,1
523.9130434782609,27,0
524.7826086956522,25,0
525.6521739130435,24,1
526.5217391304348,30,1
527.391304347826,25,1
528.2608695652174,26,1
529.1304347826087,37,2
530.0,32,0
530.8695652173913,23,1
531.7391304347826,32,2
532.6086956521739,29,4
533.4782608695652,25,0
534.3478260869565,20,1
535.2173913043478,36,0
536.0869565217391,20,0
536.9565217391305,24,1
537.8260869565217,24,3
538.695652173913,24,0
539.5652173913044,38,1
540.4347826086956,26,3
541.304347826087,24,1
542.1739130434783,28,4
543.0434782608695,23,1
543.9130434782609,26,1
544.7826086956522,27,2
545.6521739130435,24,3
546.5217391304348,30,0
547.391304347826,36,2
548.2608695652174,29,2
549.1304347826087,28,2
550.0,22,1
550.8695652173913,27,2
551.7391304347826,27,0
552.6086956521739,34,1
553.4782608695652,33,4
554.3478260869565,27,1
555.2173913043478,25,2
556.0869565217391,31,1
556.9565217391305,29,3
557.8260869565217,19,2
558.695652173913,32,4
559.5652173913044,27,1
560.4347826086956,28,3
561.304347826087,20,0
562.1739130434783,31,3
563.0434782608695,42,3
563.9130434782609,31,2
564.7826086956522,26,4
565.6521739130435,36,5
566.5217391304348,36,1
567.3913043478261,27,5
568.2608695652174,36,3
569.1304347826087,30,4
570.0,28,1
570.8695652173913,31,2
571.7391304347826,37,2
572.6086956521739,35,3
573.4782608695652,38,6
574.3478260869565,56,3
575.2173913043478,46,2
576.0869565217391,47,4
576.9565217391305,47,4
577.8260869565217,53,4
578.695652173913,69,3
579.5652173913044,52,5
580.4347826086956,55,4
581.304347826087,61,8
582.1739130434783,64,5
583.0434782608695,66,5
583.9130434782609,78,2
584.7826086956522,94,5
585.6521739130435,90,4
586.5217391304348,76,5
587.3913043478261,85,6
588.2608695652174,102,4
589.1304347826087,86,9
590.0,119,8
590.8695652173913,122,6
591.7391304347826,140,4
592.6086956521739,134,5
593.4782608695652,122,3
594.3478260869565,137,15
595.2173913043478,135,4
596.0869565217391,148,6
596.9565217391305,169,5
597.8260869565217,193,5
598.695652173913,176,9
599.5652173913044,180,5
600.4347826086956,212,8
601.304347826087,208,7
602.1739130434783,226,11
603.0434782608695,207,7
603.9130434782609,236,9
604.7826086956522,245,10
605.6521739130435,239,13
606.5217391304348,256,10
607.3913043478261,271,5
608.2608695652174,263,8
609.1304347826087,295,5
610.0,273,7
610.8695652173913,269,14
611.7391304347826,302,11
612.6086956521739,326,11
613.4782608695652,336,5
614.3478260869565,340,8
615.2173913043478,327,15
616.0869565217391,331,7
616.9565217391305,328,7
617.8260869565217,327,10
618.695652173913,347,9
619.5652173913044,358,8
620.4347826086956,331,16
621.304347826087,352,10
622.1739130434783,368,14
623.0434782608695,355,9
623.9130434782609,328,11
624.7826086956522,323,7
625.6521739130435,344,10
626.5217391304348,348,9
627.3913043478261,330,5
628.2608695652174,324,4
629.1304347826087,350,12
630.0,301,9
630.8695652173913,326,9
631.7391304347826,311,8
632.6086956521739,308,6
633.4782608695652,285,10
634.3478260869565,265,4
635.2173913043478,260,10
636.0869565217391,243,9
636.9565217391305,267,7
637.8260869565217,274,9
638.695652173913,238,7
639.5652173913044,209,8
640.4347826086956,217,2
641.304347826087,220,3
642.1739130434783,201,8
643.0434782608695,192,6
643.9130434782609,172,10
644.7826086956521,153,6
645.6521739130435,160,2
646.5217391304348,159,2
647.3913043478261,157,2
648.2608695652174,116,3
649.1304347826087,111,6
650.0,130,1
650.8695652173913,130,4
651.7391304347826,115,4
652.6086956521739,112,5
653.4782608695652,99,4
654.3478260869565,70,1
655.2173913043478,84,3
656.0869565217391,71,3
656.9565217391305,79,2
657.8260869565217,67,4
658.695652173913,66,5
659.5652173913044,52,6
660.4347826086956,54,7
661.304347826087,51,2
662.1739130434783,44,4
663.0434782608695,35,7
663.9130434782609,40,6
664.7826086956521,37,4
665.6521739130435,38,1
666.5217391304348,30,3
667.3913043478261,26,4
668.2608695652174,32,3
669.1304347826087,28,0
670.0,23,2
670.8695652173913,18,3
671.7391304347826,19,3
672.6086956521739,17,3
673.4782608695652,19,2
674.3478260869565,12,2
675.2173913043478,12,2
676.0869565217391,15,0
676.9565217391305,12,2
677.8260869565217,4,6
678.695652173913,14,2
679.5652173913044,14,1
680.4347826086956,10,0
681.304347826087,10,2
682.1739130434783,7,1
683.0434782608695,8,2
683.9130434782609,12,2
684.7826086956521,16,1
685.6521739130435,8,3
686.5217391304348,15,0
687.3913043478261,7,1
688.2608695652174,9,1
689.1304347826087,15,4
690.0,9,4
690.8695652173913,20,1
691.7391304347826,10,1
692.6086956521739,9,3
693.4782608695652,9,3
694.3478260869565,11,2
695.2173913043478,10,4
696.0869565217391,9,0
696.9565217391305,13,0
697.8260869565217,10,0
698.695652173913,12,2
699.5652173913044,8,1
700.4347826086956,8,4
701.304347826087,8,0
702.1739130434783,15,3
703.0434782608695,7,1
703.9130434782609,10,3
704.7826086956521,11,1
705.6521739130435,10,1
706.5217391304348,10,0
707.3913043478261,12,1
708.2608695652174,11,1
709.1304347826087,16,3
710.0,4,0
710.8695652173913,17,0
711.7391304347826,16,2
712.6086956521739,14,1
713.4782608695652,14,1
714.3478260869565,9,1
715.2173913043478,11,2
716.0869565217391,9,1
716.9565217391305,13,1
717.8260869565217,8,0
718.695652173913,10,0
719.5652173913044,12,1
720.4347826086956,13,1
721.304347826087,6,4
722.1739130434783,7,0
723.0434782608695,15,1
723.9130434782609,3,1
724.7826086956521,8,1
725.6521739130435,12,0
726.5217391304348,13,2
727.3913043478261,12,0
728.2608695652174,9,0
729.1304347826087,15,1
730.0,7,1
730.8695652173913,14,0
731.7391304347826,11,2
732.6086956521739,13,1
733.4782608695652,14,0
734.3478260869565,8,1
735.2173913043478,8,1
736.0869565217391,15,0
736.9565217391305,6,0
737.8260869565217,14,0
738.695652173913,12,2
739.5652173913044,12,1
740.4347826086956,16,1
741.304347826087,11,1
742.1739130434783,7,1
743.0434782608695,14,0
743.9130434782609,7,0
744.7826086956521,12,1
745.6521739130435,7,3
746.5217391304348,13,0
747.3913043478261,13,2
748.2608695652174,8,1
749.1304347826087,7,0
750.0,10,2
750.8695652173913,12,0
751.7391304347826,9,0
752.6086956521739,10,0
753.4782608695652,14,0
754.3478260869565,6,2
755.2173913043478,10,0
756.0869565217391,7,1
756.9565217391304,12,1
757.8260869565217,11,2
758.695652173913,14,0
759.5652173913044,11,0
