pulseheight,counts_ch_A,counts_ch_B
500.4347826086956,4,2
501.304347826087,3,2
502.17391304347825,7,0
503.04347826086956,1,3
503.9130434782609,7,1
504.78260869565213,4,1
505.6521739130435,9,0
506.52173913043475,21,1
507.3913043478261,11,2
508.2608695652174,6,3
509.13043478260875,16,1
510.0,7,1
510.86956521739125,18,0
511.7391304347826,16,0
512.608695652174,26,0
513.4782608695652,17,2
514.3478260869565,21,1
515.2173913043478,17,3
516.0869565217391,25,3
516.9565217391305,12,3
517.8260869565217,32,0
518.695652173913,19,2
519.5652173913044,22,1
520.4347826086956,23,2
521.304347826087,20,2
522.1739130434783,28,0
523.0434782608695,27,1
523.9130434782609,25,0
524.7826086956522,18,0
525.6521739130435,26,0
526.5217391304348,17,1
527.391304347826,25,1
528.2608695652174,29,0
529.1304347826087,30,0
530.0,40,1
530.8695652173913,21,2
531.7391304347826,33,1
532.6086956521739,36,0
533.4782608695652,21,0
534.3478260869565,20,1
535.2173913043478,27,3
536.0869565217391,18,3
536.9565217391305,22,0
537.8260869565217,31,1
538.695652173913,27,1
539.5652173913044,22,1
540.4347826086956,25,1
541.304347826087,19,4
542.1739130434783,31,1
543.0434782608695,26,1
543.9130434782609,30,4
544.7826086956522,27,2
545.6521739130435,22,2
546.5217391304348,34,2
547.391304347826,24,3
548.2608695652174,30,1
549.1304347826087,22,4
550.0,31,1
550.8695652173913,26,4
551.7391304347826,25,3
552.6086956521739,25,3
553.4782608695652,33,0
554.3478260869565,22,3
555.2173913043478,31,3
556.0869565217391,21,2
556.9565217391305,31,2
557.8260869565217,29,2
558.695652173913,30,2
559.5652173913044,26,5
560.4347826086956,31,2
561.304347826087,32,0
562.1739130434783,41,2
563.0434782608695,23,2
563.9130434782609,39,3
564.7826086956522,39,2
565.6521739130435,30,2
566.5217391304348,28,4
567.3913043478261,35,1
568.2608695652174,30,1
569.1304347826087,35,3
570.0,50,0
570.8695652173913,33,6
571.7391304347826,37,5
572.6086956521739,42,6
573.4782608695652,54,5
574.3478260869565,40,4
575.2173913043478,49,11
576.0869565217391,49,7
576.9565217391305,61,5
577.8260869565217,57,1
578.695652173913,55,8
579.5652173913044,61,5
580.4347826086956,65,7
581.304347826087,75,7
582.1739130434783,62,2
583.0434782608695,83,10
583.9130434782609,91,9
584.7826086956522,99,5
585.6521739130435,90,12
586.5217391304348,95,11
587.3913043478261,102,8
588.2608695652174,112,13
589.1304347826087,118,7
590.0,130,15
590.8695652173913,131,8
591.7391304347826,124,6
592.6086956521739,160,19
593.4782608695652,134,13
594.3478260869565,163,11
595.2173913043478,167,13
596.0869565217391,185,16
596.9565217391305,211,9
597.8260869565217,208,11
598.695652173913,207,16
599.5652173913044,240,19
600.4347826086956,212,17
601.304347826087,233,22
602.1739130434783,230,16
603.0434782608695,229,19
603.9130434782609,264,14
604.7826086956522,292,15
605.6521739130435,268,15
606.5217391304348,301,9
607.3913043478261,298,13
608.2608695652174,313,14
609.1304347826087,338,15
610.0,298,15
610.8695652173913,309,22
611.7391304347826,328,14
612.6086956521739,356,20
613.4782608695652,362,16
614.3478260869565,351,20
615.2173913043478,365,21
616.0869565217391,349,17
616.9565217391305,363,14
617.8260869565217,369,16
618.695652173913,340,14
619.5652173913044,324,18
620.4347826086956,357,24
621.304347826087,341,24
622.1739130434783,360,32
623.0434782608695,363,20
623.9130434782609,361,15
624.7826086956522,350,16
625.6521739130435,355,20
626.5217391304348,351,25
627.3913043478261,345,15
628.2608695652174,358,14
629.1304347826087,358,11
630.0,317,30
630.8695652173913,295,16
631.7391304347826,281,12
632.6086956521739,305,15
633.4782608695652,274,17
634.3478260869565,294,19
635.2173913043478,245,21
636.0869565217391,259,11
636.9565217391305,275,15
637.8260869565217,232,15
638.695652173913,244,12
639.5652173913044,225,22
640.4347826086956,199,14
641.304347826087,184,14
642.1739130434783,202,15
643.0434782608695,174,13
643.9130434782609,174,9
644.7826086956521,153,13
645.6521739130435,130,8
646.5217391304348,143,7
647.3913043478261,126,12
648.2608695652174,128,7
649.1304347826087,107,9
650.0,106,8
650.8695652173913,99,8
651.7391304347826,107,8
652.6086956521739,89,7
653.4782608695652,64,4
654.3478260869565,71,7
655.2173913043478,66,5
656.0869565217391,78,13
656.9565217391305,60,7
657.8260869565217,68,12
658.695652173913,48,9
659.5652173913044,51,8
660.4347826086956,32,6
661.304347826087,37,9
662.1739130434783,45,8
663.0434782608695,34,6
663.9130434782609,24,11
664.7826086956521,28,9
665.6521739130435,19,4
666.5217391304348,24,3
667.3913043478261,26,8
668.2608695652174,14,6
669.1304347826087,20,5
670.0,23,6
670.8695652173913,23,4
671.7391304347826,18,3
672.6086956521739,19,5
673.4782608695652,16,7
674.3478260869565,16,3
675.2173913043478,13,5
676.0869565217391,14,5
676.9565217391305,12,3
677.8260869565217,14,8
678.695652173913,12,10
679.5652173913044,19,3
680.4347826086956,14,8
681.304347826087,9,2
682.1739130434783,11,4
683.0434782608695,14,8
683.9130434782609,10,2
684.7826086956521,11,3
685.6521739130435,13,3
686.5217391304348,5,7
687.3913043478261,12,3
688.2608695652174,7,2
689.1304347826087,11,7
690.0,10,6
690.8695652173913,5,0
691.7391304347826,11,4
692.6086956521739,8,2
693.4782608695652,13,5
694.3478260869565,12,3
695.2173913043478,12,5
696.0869565217391,14,1
