pulseheight,counts_ch_A,counts_ch_B
500.4347826086956,4,3
501.304347826087,2,0
502.17391304347825,5,1
503.04347826086956,9,1
503.9130434782609,3,1
504.78260869565213,5,0
505.6521739130435,9,1
506.52173913043475,7,0
507.3913043478261,19,1
508.2608695652174,10,1
509.13043478260875,10,0
510.0,11,0
510.86956521739125,17,0
511.7391304347826,14,2
512.608695652174,12,1
513.4782608695652,20,1
514.3478260869565,26,2
515.2173913043478,23,0
516.0869565217391,33,0
516.9565217391305,23,1
517.8260869565217,17,1
518.695652173913,25,0
519.5652173913044,28,0
520.4347826086956,28,2
521.304347826087,33,1
522.1739130434783,31,3
523.0434782608695,26,3
523.9130434782609,30,1
524.7826086956522,31,0
525.6521739130435,35,0
526.5217391304348,21,0
527.391304347826,27,2
528.2608695652174,24,0
529.1304347826087,20,1
530.0,29,0
530.8695652173913,27,0
531.7391304347826,24,2
532.6086956521739,28,0
533.4782608695652,28,0
534.3478260869565,28,0
535.2173913043478,29,0
536.0869565217391,23,1
536.9565217391305,28,0
537.8260869565217,25,0
538.695652173913,28,0
539.5652173913044,39,0
540.4347826086956,21,1
541.304347826087,23,1
542.1739130434783,27,2
543.0434782608695,25,2
543.9130434782609,28,1
544.7826086956522,15,0
545.6521739130435,30,0
546.5217391304348,22,0
547.391304347826,30,0
548.2608695652174,35,1
549.1304347826087,23,0
550.0,32,1
550.8695652173913,26,2
551.7391304347826,34,2
552.6086956521739,40,0
553.4782608695652,38,1
554.3478260869565,35,0
555.2173913043478,30,3
556.0869565217391,30,0
556.9565217391305,32,0
557.8260869565217,30,2
558.695652173913,33,2
559.5652173913044,32,0
560.4347826086956,28,0
561.304347826087,45,1
562.1739130434783,38,1
563.0434782608695,30,0
563.9130434782609,30,1
564.7826086956522,37,2
565.6521739130435,31,1
566.5217391304348,35,2
567.3913043478261,45,0
568.2608695652174,33,2
569.1304347826087,45,2
570.0,41,0
570.8695652173913,46,2
571.7391304347826,37,2
572.6086956521739,29,1
573.4782608695652,44,1
574.3478260869565,57,2
575.2173913043478,49,3
576.0869565217391,63,2
576.9565217391305,62,1
577.8260869565217,57,1
578.695652173913,60,0
579.5652173913044,66,2
580.4347826086956,76,2
581.304347826087,73,0
582.1739130434783,80,0
583.0434782608695,77,2
583.9130434782609,77,3
584.7826086956522,97,1
585.6521739130435,106,2
586.5217391304348,97,2
587.3913043478261,119,0
588.2608695652174,111,3
589.1304347826087,127,1
590.0,142,4
590.8695652173913,128,2
591.7391304347826,170,2
592.6086956521739,172,2
593.4782608695652,180,4
594.3478260869565,156,2
595.2173913043478,168,4
596.0869565217391,200,2
596.9565217391305,200,4
597.8260869565217,205,2
598.695652173913,222,5
599.5652173913044,209,3
600.4347826086956,237,1
601.304347826087,286,0
602.1739130434783,249,4
603.0434782608695,236,0
603.9130434782609,285,3
604.7826086956522,266,2
605.6521739130435,302,9
606.5217391304348,291,6
607.3913043478261,329,3
608.2608695652174,313,2
609.1304347826087,338,0
610.0,327,6
610.8695652173913,347,1
611.7391304347826,319,1
612.6086956521739,364,3
613.4782608695652,362,4
614.3478260869565,334,3
615.2173913043478,372,4
616.0869565217391,369,4
616.9565217391305,377,2
617.8260869565217,392,3
618.695652173913,398,0
619.5652173913044,390,1
620.4347826086956,390,3
621.304347826087,402,3
622.1739130434783,382,3
623.0434782608695,374,4
623.9130434782609,365,2
624.7826086956522,371,3
625.6521739130435,343,1
626.5217391304348,354,1
627.3913043478261,385,2
628.2608695652174,355,4
629.1304347826087,327,3
630.0,339,5
630.8695652173913,331,0
631.7391304347826,356,5
632.6086956521739,304,2
633.4782608695652,326,2
634.3478260869565,277,2
635.2173913043478,273,1
636.0869565217391,271,2
636.9565217391305,282,0
637.8260869565217,243,2
638.695652173913,236,0
639.5652173913044,233,3
640.4347826086956,229,5
641.304347826087,223,1
642.1739130434783,200,4
643.0434782608695,192,1
643.9130434782609,183,2
644.7826086956521,174,1
645.6521739130435,152,1
646.5217391304348,159,3
647.3913043478261,129,2
648.2608695652174,142,3
649.1304347826087,132,0
650.0,115,1
650.8695652173913,113,0
651.7391304347826,99,3
652.6086956521739,83,1
653.4782608695652,73,0
654.3478260869565,84,0
655.2173913043478,78,1
656.0869565217391,79,0
656.9565217391305,59,1
657.8260869565217,72,1
658.695652173913,48,1
659.5652173913044,53,2
660.4347826086956,43,0
661.304347826087,44,1
662.1739130434783,34,1
663.0434782608695,31,2
663.9130434782609,38,0
664.7826086956521,26,1
665.6521739130435,29,1
666.5217391304348,32,1
667.3913043478261,30,1
668.2608695652174,22,2
669.1304347826087,18,1
670.0,23,2
670.8695652173913,23,0
671.7391304347826,14,0
672.6086956521739,19,0
673.4782608695652,16,0
674.3478260869565,18,1
675.2173913043478,12,0
676.0869565217391,15,0
676.9565217391305,18,1
677.8260869565217,13,2
678.695652173913,11,0
679.5652173913044,16,0
680.4347826086956,11,0
681.304347826087,11,4
682.1739130434783,13,1
683.0434782608695,11,0
683.9130434782609,15,0
684.7826086956521,12,1
685.6521739130435,13,0
686.5217391304348,8,1
687.3913043478261,13,0
688.2608695652174,11,0
689.1304347826087,11,0
690.0,11,1
690.8695652173913,15,0
691.7391304347826,5,0
692.6086956521739,14,0
693.4782608695652,13,1
694.3478260869565,9,2
695.2173913043478,14,0
696.0869565217391,8,1
696.9565217391305,6,0
697.8260869565217,13,0
698.695652173913,9,0
699.5652173913044,15,0
700.4347826086956,12,0
701.304347826087,11,1
702.1739130434783,11,0
703.0434782608695,11,0
703.9130434782609,6,0
704.7826086956521,9,0
705.6521739130435,13,1
706.5217391304348,15,0
707.3913043478261,15,0
708.2608695652174,7,0
709.1304347826087,8,1
710.0,10,0
710.8695652173913,13,0
711.7391304347826,11,1
712.6086956521739,8,0
713.4782608695652,12,1
714.3478260869565,18,1
715.2173913043478,13,0
716.0869565217391,19,0
716.9565217391305,9,0
717.8260869565217,11,1
718.695652173913,14,0
719.5652173913044,14,1
720.4347826086956,10,0
721.304347826087,12,0
722.1739130434783,11,0
723.0434782608695,11,3
723.9130434782609,16,1
724.7826086956521,9,0
725.6521739130435,7,1
726.5217391304348,9,0
727.3913043478261,13,1
728.2608695652174,12,2
729.1304347826087,13,1
730.0,8,1
730.8695652173913,6,0
731.7391304347826,12,0
732.6086956521739,8,2
733.4782608695652,13,0
734.3478260869565,10,1
735.2173913043478,7,1
736.0869565217391,13,0
736.9565217391305,10,0
737.8260869565217,14,0
738.695652173913,14,0
739.5652173913044,16,0
740.4347826086956,21,1
741.304347826087,12,0
742.1739130434783,13,0
743.0434782608695,8,0
743.9130434782609,13,1
744.7826086956521,13,1
745.6521739130435,8,0
746.5217391304348,12,0
747.3913043478261,13,0
748.2608695652174,18,0
749.1304347826087,10,1
750.0,13,0
750.8695652173913,10,0
751.7391304347826,21,0
752.6086956521739,9,0
753.4782608695652,10,1
754.3478260869565,13,0
755.2173913043478,9,0
756.0869565217391,6,1
756.9565217391304,9,0
757.8260869565217,14,1
758.695652173913,8,0
759.5652173913044,11,2
